




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (364)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
Ctf18 RFC-like complex (GO:0031390)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
ANPR-A receptor complex (GO:1990620)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ESCRT-0 complex (GO:0033565)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
synaptonemal structure (GO:0099086)	97	0	1.62	-	 < 0.01	4.15E-01	1.00E00
DNA helicase complex (GO:0033202)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
SMC loading complex (GO:0032116)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
heterotetrameric polyprenyl diphosphate synthase complex (GO:0032478)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
polyprenyl diphosphate synthase complex (GO:0032476)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
Set1C/COMPASS complex (GO:0048188)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
PCNA complex (GO:0043626)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
delta DNA polymerase complex (GO:0043625)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of mitochondrial outer membrane (GO:0032473)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
Rad17 RFC-like complex (GO:0031389)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
activin complex (GO:0048180)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF4 complex (GO:1990617)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
interphase microtubule organizing center (GO:0031021)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
nuclear RNA-directed RNA polymerase complex (GO:0031380)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
multimerin complex (GO:1990972)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
EMILIN complex (GO:1990971)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Slx1-Slx4 complex (GO:0033557)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
BORC complex (GO:0099078)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
Prp19 complex (GO:0000974)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
rDNA heterochromatin (GO:0033553)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex (GO:1903440)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrion-derived vesicle (GO:0099073)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
activin receptor complex (GO:0048179)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
multi-eIF complex (GO:0043614)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
RNA-directed RNA polymerase complex (GO:0031379)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
meiotic nuclear membrane microtubule tethering complex (GO:0034993)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
Ino80 complex (GO:0031011)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
IRE1-TRAF2-ASK1 complex (GO:1990604)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
microtubule organizing center attachment site (GO:0034992)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
ISWI-type complex (GO:0031010)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
UBC13-MMS2 complex (GO:0031372)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
ubiquitin conjugating enzyme complex (GO:0031371)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
calcitonin family receptor complex (GO:1903439)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
protein phosphatase 4 complex (GO:0030289)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
nuclear replisome (GO:0043601)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
cytoplasmic microtubule plus-end (GO:1904511)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
actin rod (GO:0031002)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
activating signal cointegrator 1 complex (GO:0099053)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
hinge region between urothelial plaques of apical plasma membrane (GO:0120003)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
apical plasma membrane urothelial plaque (GO:0120001)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
CBM complex (GO:0032449)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
activin responsive factor complex (GO:0032444)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
phagophore (GO:0061908)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
outer kinetochore (GO:0000940)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
Swi5-Sfr1 complex (GO:0032798)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
glucosidase complex (GO:1902687)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
extrinsic component of Golgi membrane (GO:0090498)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Set3 complex (GO:0034967)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrial endopeptidase Clp complex (GO:0009841)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
inner kinetochore (GO:0000939)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
GARP complex (GO:0000938)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
nuclear cyclin-dependent protein kinase holoenzyme complex (GO:0019908)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
taste receptor complex (GO:1903768)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
sweet taste receptor complex (GO:1903767)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
gamma-tubulin ring complex (GO:0000931)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
gamma-tubulin complex (GO:0000930)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
stereocilium tip (GO:0032426)	21	0	.35	-	 < 0.01	1.00E00	1.00E00
super elongation complex (GO:0032783)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
dendritic microtubule (GO:1901588)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
RNAi effector complex (GO:0031332)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
PET complex (GO:1990923)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
radial spoke head 3 (GO:0120338)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
HULC complex (GO:0033503)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cortical microtubule plus-end (GO:1903754)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
radial spoke head 2 (GO:0120337)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
radial spoke head 1 (GO:0120336)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
radial spoke 3 (GO:0120335)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
radial spoke 2 (GO:0120334)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
radial spoke 1 (GO:0120333)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
perinuclear endoplasmic reticulum lumen (GO:0099020)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
rixosome complex (GO:0120330)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
piccolo histone acetyltransferase complex (GO:0032777)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
non-canonical inflammasome complex (GO:0160074)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
sperm head plasma membrane (GO:1990913)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
G-protein beta/gamma-subunit complex (GO:0031680)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
neuronal dense core vesicle lumen (GO:0099013)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex (GO:0071065)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Holliday junction resolvase complex (GO:0048476)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
Wnt signalosome (GO:1990909)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
multi-pass translocon complex (GO:0160064)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
extrinsic component of mitochondrial inner membrane (GO:0031314)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
beta-catenin-TCF complex (GO:1990907)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
platelet dense granule (GO:0042827)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
extrinsic component of endosome membrane (GO:0031313)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
Shu complex (GO:0097196)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
H zone (GO:0031673)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
TAP complex (GO:0042825)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
MHC class I peptide loading complex (GO:0042824)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
large latent transforming growth factor-beta complex (GO:0038045)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
histone mRNA stem-loop binding complex (GO:0062073)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor XI complex (GO:0097183)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
G protein-coupled receptor homodimeric complex (GO:0038038)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor Xa complex (GO:0097182)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
zona pellucida receptor complex (GO:0002199)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor V complex (GO:0097181)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
serine protease inhibitor complex (GO:0097180)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
MAML1-RBP-Jkappa- ICN1 complex (GO:0002193)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
CCAAT-binding factor complex (GO:0016602)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
kinociliary basal body (GO:1902636)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
TMEM240-body (GO:0160045)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
protease inhibitor complex (GO:0097179)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
MSL complex (GO:0072487)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
ribose phosphate diphosphokinase complex (GO:0002189)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
AIM2 inflammasome complex (GO:0097169)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
basal cortex (GO:0045180)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
nuclear stress granule (GO:0097165)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
Cul4-RING E3 ubiquitin ligase complex (GO:0080008)	35	0	.58	-	 < 0.01	1.00E00	1.00E00
manchette (GO:0002177)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
Golgi lumen (GO:0005796)	29	0	.48	-	 < 0.01	1.00E00	1.00E00
rough endoplasmic reticulum (GO:0005791)	63	0	1.05	-	 < 0.01	6.29E-01	1.00E00
insulin-like growth factor binding protein complex (GO:0016942)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
smooth endoplasmic reticulum (GO:0005790)	36	0	.60	-	 < 0.01	1.00E00	1.00E00
U2-type post-spliceosomal complex (GO:0071021)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
post-spliceosomal complex (GO:0071020)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
apical cortex (GO:0045179)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
muscle cell projection membrane (GO:0036195)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
muscle cell projection (GO:0036194)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
signal peptidase complex (GO:0005787)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
signal recognition particle, endoplasmic reticulum targeting (GO:0005786)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
signal recognition particle receptor complex (GO:0005785)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
Sec61 translocon complex (GO:0005784)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
glycine-gated chloride channel complex (GO:0016935)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
peroxisomal matrix (GO:0005782)	32	0	.53	-	 < 0.01	1.00E00	1.00E00
post-mRNA release spliceosomal complex (GO:0071014)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
catalytic step 2 spliceosome (GO:0071013)	107	0	1.78	-	 < 0.01	4.29E-01	1.00E00
catalytic step 1 spliceosome (GO:0071012)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
cytoskeleton of presynaptic active zone (GO:0048788)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
perivitelline space (GO:0098595)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ferritin complex (GO:0070288)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mucin granule (GO:0098594)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of apical plasma membrane (GO:0098592)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
external side of apical plasma membrane (GO:0098591)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
centralspindlin complex (GO:0097149)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
early phagosome membrane (GO:0036186)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
BAK complex (GO:0097145)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
BAX complex (GO:0097144)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
vesicle lumen (GO:0031983)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
BIM-BCL-2 complex (GO:0097141)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
peroxisomal membrane (GO:0005778)	57	0	.95	-	 < 0.01	1.00E00	1.00E00
BIM-BCL-xl complex (GO:0097140)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ESC/E(Z) complex (GO:0035098)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
U2-type post-mRNA release spliceosomal complex (GO:0071008)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
checkpoint clamp complex (GO:0030896)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
U2-type catalytic step 2 spliceosome (GO:0071007)	38	0	.63	-	 < 0.01	1.00E00	1.00E00
apolipoprotein B mRNA editing enzyme complex (GO:0030895)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
U2-type catalytic step 1 spliceosome (GO:0071006)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
replisome (GO:0030894)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
meiotic cohesin complex (GO:0030893)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
mitotic cohesin complex (GO:0030892)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
VCB complex (GO:0030891)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
U4/U6 snRNP (GO:0071001)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
spindle pole centrosome (GO:0031616)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
cyclin E2-CDK2 complex (GO:0097135)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclin E1-CDK2 complex (GO:0097134)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
cyclin D3-CDK6 complex (GO:0097133)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclin D2-CDK6 complex (GO:0097132)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cyclin D1-CDK6 complex (GO:0097131)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclin D3-CDK4 complex (GO:0097130)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
secondary lysosome (GO:0005767)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
primary lysosome (GO:0005766)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
granulocyte macrophage colony-stimulating factor receptor complex (GO:0030526)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
cytosolic tRNA wobble base thiouridylase complex (GO:0002144)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial small ribosomal subunit (GO:0005763)	32	0	.53	-	 < 0.01	1.00E00	1.00E00
mitochondrial large ribosomal subunit (GO:0005762)	56	0	.93	-	 < 0.01	1.00E00	1.00E00
stereocilia ankle link complex (GO:0002142)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
follicle-stimulating hormone complex (GO:0016914)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrial ribosome (GO:0005761)	88	0	1.47	-	 < 0.01	4.09E-01	1.00E00
stereocilia ankle link (GO:0002141)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
gamma DNA polymerase complex (GO:0005760)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
stereocilia tip link (GO:0002140)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
inactive sex chromosome (GO:0098577)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
lumenal side of membrane (GO:0098576)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of lysosomal membrane (GO:0098574)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
cyclin D2-CDK4 complex (GO:0097129)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
cyclin D1-CDK4 complex (GO:0097128)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
multivesicular body, internal vesicle lumen (GO:0097489)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
multivesicular body, internal vesicle (GO:0097487)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
cyclin B1-CDK1 complex (GO:0097125)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclin A2-CDK2 complex (GO:0097124)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
cyclin A1-CDK2 complex (GO:0097123)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cytosolic small ribosomal subunit (GO:0022627)	40	0	.67	-	 < 0.01	1.00E00	1.00E00
cyclin A2-CDK1 complex (GO:0097122)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cytosolic ribosome (GO:0022626)	121	0	2.02	-	 < 0.01	2.74E-01	1.00E00
stereocilia coupling link (GO:0002139)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
cytosolic large ribosomal subunit (GO:0022625)	60	0	1.00	-	 < 0.01	6.29E-01	1.00E00
spectrin-associated cytoskeleton (GO:0014731)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
proteasome accessory complex (GO:0022624)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
mitochondrial permeability transition pore complex (GO:0005757)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
beta-catenin destruction complex (GO:0030877)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
clathrin-sculpted glutamate transport vesicle (GO:0060199)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
clathrin-sculpted vesicle (GO:0060198)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
polycystin complex (GO:0002133)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
nucleolar chromatin (GO:0030874)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Mre11 complex (GO:0030870)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
inward rectifier potassium channel complex (GO:1902937)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of late endosome membrane (GO:0098560)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
pigment granule membrane (GO:0090741)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
inner dynein arm (GO:0036156)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
smooth endoplasmic reticulum membrane (GO:0030868)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
m-AAA complex (GO:0005745)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
rough endoplasmic reticulum membrane (GO:0030867)	28	0	.47	-	 < 0.01	1.00E00	1.00E00
TIM23 mitochondrial import inner membrane translocase complex (GO:0005744)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
MLL1 complex (GO:0071339)	31	0	.52	-	 < 0.01	1.00E00	1.00E00
cell pole (GO:0060187)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
mitochondrial outer membrane translocase complex (GO:0005742)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
interchromatin granule (GO:0035061)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
brahma complex (GO:0035060)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of early endosome membrane (GO:0098559)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
perinucleolar chromocenter (GO:0010370)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of rough endoplasmic reticulum membrane (GO:0098556)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
lumenal side of endoplasmic reticulum membrane (GO:0098553)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
cofilin-actin rod (GO:0090732)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Las1 complex (GO:0090730)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
pronucleus (GO:0045120)	24	0	.40	-	 < 0.01	1.00E00	1.00E00
Lewy neurite (GO:0097462)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I complex (GO:0005736)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
microspike (GO:0044393)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of endosome membrane (GO:0010009)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
ribosomal subunit (GO:0044391)	189	0	3.15	-	 < 0.01	8.07E-02	7.70E-01
sno(s)RNA-containing ribonucleoprotein complex (GO:0005732)	24	0	.40	-	 < 0.01	1.00E00	1.00E00
BRCA2-BRAF35 complex (GO:0002111)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nucleolus organizer region (GO:0005731)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
postsynaptic endocytic zone cytoplasmic component (GO:0099631)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
stereocilium membrane (GO:0060171)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of Golgi membrane (GO:0098548)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
endocytic vesicle lumen (GO:0071682)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
lumenal side of Golgi membrane (GO:0098547)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
pyruvate kinase complex (GO:1902912)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
bub1-bub3 complex (GO:1990298)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
peripheral region of growth cone (GO:0090725)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
central region of growth cone (GO:0090724)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of trans-Golgi network transport vesicle membrane (GO:0098541)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
meprin A complex (GO:0017090)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
hippocampal mossy fiber (GO:0097457)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
terminal loop (GO:0097456)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
TORC2 complex (GO:0031932)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
Schwann cell microvillus (GO:0097454)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
TORC1 complex (GO:0031931)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
mesaxon (GO:0097453)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
GAIT complex (GO:0097452)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
nuclear membrane microtubule tethering complex (GO:0106094)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
perichromatin fibrils (GO:0005726)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
postsynaptic specialization of symmetric synapse (GO:0099629)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
autosome (GO:0030849)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
pericentric heterochromatin (GO:0005721)	33	0	.55	-	 < 0.01	1.00E00	1.00E00
