




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (1411)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
symbiont cell surface (GO:0106139)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
translation initiation complex (GO:0070992)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
telomerase catalytic core complex (GO:0000333)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mature chylomicron (GO:0034359)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein N-acetylglucosaminyltransferase complex (GO:0017122)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
platelet alpha granule membrane (GO:0031092)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIK complex (GO:0070985)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex (GO:0070622)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
CSF1-CSF1R complex (GO:1990682)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
DNA topoisomerase III-beta-TDRD3 complex (GO:0140225)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
zeta DNA polymerase complex (GO:0016035)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
CORVET complex (GO:0033263)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
vacuole-isolation membrane contact site (GO:0120095)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
septin collar (GO:0032173)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
PAM complex, Tim23 associated import motor (GO:0001405)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
single-stranded DNA-dependent ATP-dependent DNA helicase complex (GO:0017117)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
SAM complex (GO:0001401)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
Grb2-Sos complex (GO:0070618)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
BLOC-3 complex (GO:0031085)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
BLOC-2 complex (GO:0031084)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
Golgi trans cisterna membrane (GO:1990676)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Golgi medial cisterna membrane (GO:1990675)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Golgi cis cisterna membrane (GO:1990674)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
nuclear pore outer ring (GO:0031080)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
Bcl3/NF-kappaB2 complex (GO:0033257)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
I-kappaB/NF-kappaB complex (GO:0033256)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Derlin-1 retrotranslocation complex (GO:0036513)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum exit site (GO:0070971)	34	0	2.20	-	 < 0.01	1.68E-01	6.42E-01
adrenomedullin receptor complex (GO:1903143)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
septin filament array (GO:0032160)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
glutamate-cysteine ligase complex (GO:0017109)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
PCSK9-AnxA2 complex (GO:1990667)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
U11/U12 snRNP (GO:0034693)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
PCSK9-LDLR complex (GO:1990666)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
aminoacyl-tRNA synthetase multienzyme complex (GO:0017101)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
AnxA2-p11 complex (GO:1990665)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cytoplasmic cyclin-dependent protein kinase holoenzyme complex (GO:0000308)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Nkx-2.5 complex (GO:1990664)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
S100A9 complex (GO:1990662)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
calprotectin complex (GO:1990660)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Derlin-1-VIMP complex (GO:0036502)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
dystrobrevin complex (GO:0016014)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
UFD1-NPL4 complex (GO:0036501)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
sarcoglycan complex (GO:0016012)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
autolysosome (GO:0044754)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
dystroglycan complex (GO:0016011)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
amphisome (GO:0044753)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
septin cytoskeleton (GO:0032156)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
integrin alphaX-beta2 complex (GO:0034689)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
integrin alphaM-beta2 complex (GO:0034688)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
integrin alphaL-beta2 complex (GO:0034687)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta8 complex (GO:0034686)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta6 complex (GO:0034685)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
XY body (GO:0001741)	25	0	1.62	-	 < 0.01	4.05E-01	1.00E00
integrin alphav-beta3 complex (GO:0034683)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
Barr body (GO:0001740)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta1 complex (GO:0034682)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alpha11-beta1 complex (GO:0034681)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alpha10-beta1 complex (GO:0034680)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
immunoglobulin complex, circulating (GO:0042571)	24	0	1.55	-	 < 0.01	4.01E-01	9.98E-01
TSC1-TSC2 complex (GO:0033596)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
TEAD-YAP complex (GO:0140552)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
BRCA2-MAGE-D1 complex (GO:0033593)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
4-aminobutyrate transaminase complex (GO:0032144)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
host cell (GO:0043657)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
host intracellular region (GO:0043656)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
sex chromatin (GO:0001739)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
integrin alpha9-beta1 complex (GO:0034679)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
integrin alpha7-beta1 complex (GO:0034677)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alpha6-beta4 complex (GO:0034676)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
integrin alpha6-beta1 complex (GO:0034675)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
insulin-like growth factor binary complex (GO:0042568)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alpha5-beta1 complex (GO:0034674)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
insulin-like growth factor ternary complex (GO:0042567)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
RNA nuclear export complex (GO:0042565)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alpha4-beta7 complex (GO:0034669)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alpha2-beta1 complex (GO:0034666)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
integrin alpha1-beta1 complex (GO:0034665)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Dsl1/NZR complex (GO:0070939)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
contractile ring (GO:0070938)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
IRE1-RACK1-PP2A complex (GO:1990630)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
stereocilium base (GO:0120044)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
stereocilium shaft (GO:0120043)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
myelin sheath adaxonal region (GO:0035749)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
myelin sheath abaxonal region (GO:0035748)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
GID complex (GO:0034657)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
Elg1 RFC-like complex (GO:0031391)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF3 complex (GO:1990622)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
ANPR-A receptor complex (GO:1990620)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ESCRT-0 complex (GO:0033565)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
SMC loading complex (GO:0032116)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
heterotetrameric polyprenyl diphosphate synthase complex (GO:0032478)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
polyprenyl diphosphate synthase complex (GO:0032476)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
Set1C/COMPASS complex (GO:0048188)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
delta DNA polymerase complex (GO:0043625)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of mitochondrial outer membrane (GO:0032473)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
Rad17 RFC-like complex (GO:0031389)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
activin complex (GO:0048180)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF4 complex (GO:1990617)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
interphase microtubule organizing center (GO:0031021)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
nuclear RNA-directed RNA polymerase complex (GO:0031380)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Slx1-Slx4 complex (GO:0033557)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
BORC complex (GO:0099078)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
rDNA heterochromatin (GO:0033553)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex (GO:1903440)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mitochondrion-derived vesicle (GO:0099073)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
RNA-directed RNA polymerase complex (GO:0031379)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
UBC13-MMS2 complex (GO:0031372)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
ubiquitin conjugating enzyme complex (GO:0031371)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
calcitonin family receptor complex (GO:1903439)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
actin rod (GO:0031002)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
activating signal cointegrator 1 complex (GO:0099053)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
hinge region between urothelial plaques of apical plasma membrane (GO:0120003)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
apical plasma membrane urothelial plaque (GO:0120001)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
CBM complex (GO:0032449)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
activin responsive factor complex (GO:0032444)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
phagophore (GO:0061908)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
Swi5-Sfr1 complex (GO:0032798)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
glucosidase complex (GO:1902687)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
extrinsic component of Golgi membrane (GO:0090498)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
filopodium tip (GO:0032433)	20	0	1.29	-	 < 0.01	6.37E-01	1.00E00
Set3 complex (GO:0034967)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mitochondrial endopeptidase Clp complex (GO:0009841)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GARP complex (GO:0000938)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
nuclear cyclin-dependent protein kinase holoenzyme complex (GO:0019908)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
taste receptor complex (GO:1903768)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
sweet taste receptor complex (GO:1903767)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
super elongation complex (GO:0032783)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
dendritic microtubule (GO:1901588)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
PET complex (GO:1990923)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
radial spoke head 3 (GO:0120338)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
HULC complex (GO:0033503)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
radial spoke head 2 (GO:0120337)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
radial spoke head 1 (GO:0120336)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
radial spoke 3 (GO:0120335)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
radial spoke 2 (GO:0120334)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
radial spoke 1 (GO:0120333)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
perinuclear endoplasmic reticulum lumen (GO:0099020)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
rixosome complex (GO:0120330)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
piccolo histone acetyltransferase complex (GO:0032777)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
non-canonical inflammasome complex (GO:0160074)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ooplasm (GO:1990917)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
sperm head plasma membrane (GO:1990913)	20	0	1.29	-	 < 0.01	6.37E-01	1.00E00
G-protein beta/gamma-subunit complex (GO:0031680)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex (GO:0071065)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
multi-pass translocon complex (GO:0160064)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
extrinsic component of mitochondrial inner membrane (GO:0031314)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
tetraspanin-enriched microdomain (GO:0097197)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
Shu complex (GO:0097196)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
H zone (GO:0031673)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
TAP complex (GO:0042825)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
large latent transforming growth factor-beta complex (GO:0038045)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
histone mRNA stem-loop binding complex (GO:0062073)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor XI complex (GO:0097183)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
G protein-coupled receptor homodimeric complex (GO:0038038)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor Xa complex (GO:0097182)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor V complex (GO:0097181)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
MAML1-RBP-Jkappa- ICN1 complex (GO:0002193)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
CCAAT-binding factor complex (GO:0016602)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
kinociliary basal body (GO:1902636)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
FAR/SIN/STRIPAK complex (GO:0090443)	17	0	1.10	-	 < 0.01	6.23E-01	1.00E00
TMEM240-body (GO:0160045)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
MSL complex (GO:0072487)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
AIM2 inflammasome complex (GO:0097169)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
Golgi medial cisterna (GO:0005797)	24	0	1.55	-	 < 0.01	4.01E-01	9.97E-01
insulin-like growth factor binding protein complex (GO:0016942)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
U2-type post-spliceosomal complex (GO:0071021)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
post-spliceosomal complex (GO:0071020)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
kinesin II complex (GO:0016939)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
signal recognition particle, endoplasmic reticulum targeting (GO:0005786)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
signal recognition particle receptor complex (GO:0005785)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
Sec61 translocon complex (GO:0005784)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
glycine-gated chloride channel complex (GO:0016935)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
post-mRNA release spliceosomal complex (GO:0071014)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
catalytic step 1 spliceosome (GO:0071012)	18	0	1.16	-	 < 0.01	6.26E-01	1.00E00
perivitelline space (GO:0098595)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ferritin complex (GO:0070288)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mucin granule (GO:0098594)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of apical plasma membrane (GO:0098592)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
centralspindlin complex (GO:0097149)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
early phagosome membrane (GO:0036186)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
BIM-BCL-2 complex (GO:0097141)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
BIM-BCL-xl complex (GO:0097140)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
HOPS complex (GO:0030897)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
U2-type post-mRNA release spliceosomal complex (GO:0071008)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
checkpoint clamp complex (GO:0030896)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
apolipoprotein B mRNA editing enzyme complex (GO:0030895)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
U2-type catalytic step 1 spliceosome (GO:0071006)	18	0	1.16	-	 < 0.01	6.26E-01	1.00E00
mitotic cohesin complex (GO:0030892)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
VCB complex (GO:0030891)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
BAD-BCL-2 complex (GO:0097138)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cyclin D3-CDK6 complex (GO:0097133)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cyclin D2-CDK6 complex (GO:0097132)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cytosolic tRNA wobble base thiouridylase complex (GO:0002144)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
stereocilia ankle link complex (GO:0002142)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
follicle-stimulating hormone complex (GO:0016914)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
stereocilia ankle link (GO:0002141)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
gamma DNA polymerase complex (GO:0005760)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
stereocilia tip link (GO:0002140)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
inactive sex chromosome (GO:0098577)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of lysosomal membrane (GO:0098574)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
multivesicular body, internal vesicle lumen (GO:0097489)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cyclin A1-CDK2 complex (GO:0097123)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
stereocilia coupling link (GO:0002139)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
beta-catenin destruction complex (GO:0030877)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
polycystin complex (GO:0002133)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
nucleolar chromatin (GO:0030874)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Mre11 complex (GO:0030870)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
inward rectifier potassium channel complex (GO:1902937)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
intercellular canaliculus (GO:0046581)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of late endosome membrane (GO:0098560)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
outer dynein arm (GO:0036157)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
inner dynein arm (GO:0036156)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
mossy fiber rosette (GO:0097471)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
smooth endoplasmic reticulum membrane (GO:0030868)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
m-AAA complex (GO:0005745)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of early endosome membrane (GO:0098559)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
perinucleolar chromocenter (GO:0010370)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of rough endoplasmic reticulum membrane (GO:0098556)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of endoplasmic reticulum membrane (GO:0098554)	21	0	1.36	-	 < 0.01	3.97E-01	9.93E-01
lumenal side of endoplasmic reticulum membrane (GO:0098553)	17	0	1.10	-	 < 0.01	6.23E-01	1.00E00
tenascin complex (GO:0090733)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
cofilin-actin rod (GO:0090732)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Las1 complex (GO:0090730)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Lewy neurite (GO:0097462)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
BRCA2-BRAF35 complex (GO:0002111)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
nucleolus organizer region (GO:0005731)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
postsynaptic endocytic zone cytoplasmic component (GO:0099631)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
stereocilium membrane (GO:0060171)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of Golgi membrane (GO:0098548)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
endocytic vesicle lumen (GO:0071682)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
lumenal side of Golgi membrane (GO:0098547)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
pyruvate kinase complex (GO:1902912)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
bub1-bub3 complex (GO:1990298)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
peripheral region of growth cone (GO:0090725)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of trans-Golgi network transport vesicle membrane (GO:0098541)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
meprin A complex (GO:0017090)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
hippocampal mossy fiber (GO:0097457)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
terminal loop (GO:0097456)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
TORC2 complex (GO:0031932)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
mesaxon (GO:0097453)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
glial limiting end-foot (GO:0097451)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
autosome (GO:0030849)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
