




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (3078)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
intracellular canaliculus (GO:0046691)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (GDP-forming) (GO:0045244)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
signal recognition particle (GO:0048500)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
sperm end piece (GO:0097229)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
sperm annulus (GO:0097227)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
sperm mitochondrial sheath (GO:0097226)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
muscle myosin complex (GO:0005859)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
germ plasm (GO:0060293)	26	0	3.66	-	 < 0.01	4.20E-02	2.03E-01
serotonin receptor complex (GO:0098665)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
lateral cell cortex (GO:0097575)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
lateral part of cell (GO:0097574)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
mRNA cleavage stimulating factor complex (GO:0005848)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
nuclear cap binding complex (GO:0005846)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
apical distal dendrite (GO:0150014)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
spindle matrix (GO:1990047)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
CENP-A recruiting complex (GO:0098654)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
epidermal lamellar body (GO:0097209)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
hemoglobin complex (GO:0005833)	11	0	1.55	-	 < 0.01	3.82E-01	7.74E-01
glutamyl-tRNA(Gln) amidotransferase complex (GO:0030956)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
primary dendrite (GO:0150001)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
collagen beaded filament (GO:0098647)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
collagen sheet (GO:0098646)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Lewy body corona (GO:1990038)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Lewy body core (GO:1990037)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
FHF complex (GO:0070695)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
pericellular basket (GO:1990030)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
terminal cisterna lumen (GO:0014804)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
longitudinal sarcoplasmic reticulum (GO:0014801)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
actomyosin contractile ring (GO:0005826)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
cell tip (GO:0051286)	17	0	2.40	-	 < 0.01	1.55E-01	4.60E-01
extrinsic component of postsynaptic endosome membrane (GO:0098999)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
hippocampal mossy fiber expansion (GO:1990026)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
meiotic spindle midzone (GO:1990385)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
macropinocytic cup (GO:0070685)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
aster (GO:0005818)	12	0	1.69	-	 < 0.01	3.95E-01	7.92E-01
ciliary tip (GO:0097542)	13	0	1.83	-	 < 0.01	2.37E-01	6.32E-01
axonemal basal plate (GO:0097541)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
sheet-forming collagen trimer (GO:0030935)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
glucosidase II complex (GO:0017177)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
ensheathing process (GO:1990015)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
ATR-ATRIP complex (GO:0070310)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
pituitary gonadotropin complex (GO:0061696)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
hexameric IgM immunoglobulin complex (GO:0071757)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
pentameric IgM immunoglobulin complex (GO:0071756)	12	0	1.69	-	 < 0.01	3.95E-01	7.91E-01
IgM B cell receptor complex (GO:0071755)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
IgM immunoglobulin complex, circulating (GO:0071754)	12	0	1.69	-	 < 0.01	3.95E-01	7.91E-01
IgM immunoglobulin complex (GO:0071753)	14	0	1.97	-	 < 0.01	2.42E-01	6.38E-01
secretory dimeric IgA immunoglobulin complex (GO:0071752)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
secretory IgA immunoglobulin complex (GO:0071751)	13	0	1.83	-	 < 0.01	2.37E-01	6.31E-01
neurosecretory vesicle (GO:1990008)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
dimeric IgA immunoglobulin complex (GO:0071750)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
granular vesicle (GO:1990005)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
tricellular tight junction (GO:0061689)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
BCOR complex (GO:0140261)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Smc5-Smc6 complex (GO:0030915)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
polymeric IgA immunoglobulin complex (GO:0071749)	13	0	1.83	-	 < 0.01	2.37E-01	6.30E-01
monomeric IgA immunoglobulin complex (GO:0071748)	12	0	1.69	-	 < 0.01	3.95E-01	7.90E-01
IgA immunoglobulin complex, circulating (GO:0071746)	13	0	1.83	-	 < 0.01	2.37E-01	6.29E-01
IgA immunoglobulin complex (GO:0071745)	13	0	1.83	-	 < 0.01	2.37E-01	6.28E-01
IgE B cell receptor complex (GO:0071744)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Pwp2p-containing subcomplex of 90S preribosome (GO:0034388)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
IgE immunoglobulin complex (GO:0071742)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
DNA recombinase complex (GO:0097519)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mitotic spindle astral microtubule (GO:0061673)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
retromer, tubulation complex (GO:0030905)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
IgG immunoglobulin complex (GO:0071735)	14	0	1.97	-	 < 0.01	2.42E-01	6.37E-01
lysosomal proton-transporting V-type ATPase complex (GO:0046611)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
presynaptic endosome membrane (GO:0098954)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Rad6-Rad18 complex (GO:0097505)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
DNA polymerase processivity factor complex (GO:0044796)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
perforant pathway to dendrate granule cell synapse (GO:0140240)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
spherical high-density lipoprotein particle (GO:0034366)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
postsynaptic recycling endosome membrane (GO:0098944)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
mitochondrial electron transfer flavoprotein complex (GO:0017133)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
symbiont cell surface (GO:0106139)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
telomerase catalytic core complex (GO:0000333)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mature chylomicron (GO:0034359)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
platelet dense tubular network membrane (GO:0031095)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
platelet dense tubular network (GO:0031094)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
protein N-acetylglucosaminyltransferase complex (GO:0017122)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIK complex (GO:0070985)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
internode region of axon (GO:0033269)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex (GO:0070622)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
DNA topoisomerase III-beta-TDRD3 complex (GO:0140225)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
procentriole replication complex (GO:0120099)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
zeta DNA polymerase complex (GO:0016035)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
procentriole (GO:0120098)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
vacuole-isolation membrane contact site (GO:0120095)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
septin collar (GO:0032173)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Golgi transport complex (GO:0017119)	10	0	1.41	-	 < 0.01	3.76E-01	7.66E-01
platelet dense granule membrane (GO:0031088)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
single-stranded DNA-dependent ATP-dependent DNA helicase complex (GO:0017117)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Atg1/ULK1 kinase complex (GO:1990316)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
Grb2-Sos complex (GO:0070618)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
BLOC-2 complex (GO:0031084)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
extrinsic component of dense core granule membrane (GO:0098922)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
CENP-A containing chromatin (GO:0061638)	11	0	1.55	-	 < 0.01	3.82E-01	7.74E-01
Bcl3/NF-kappaB2 complex (GO:0033257)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
I-kappaB/NF-kappaB complex (GO:0033256)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
septin filament array (GO:0032160)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
glutamate-cysteine ligase complex (GO:0017109)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
PCSK9-AnxA2 complex (GO:1990667)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
AnxA2-p11 complex (GO:1990665)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cytoplasmic cyclin-dependent protein kinase holoenzyme complex (GO:0000308)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
germinal vesicle (GO:0042585)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
Nkx-2.5 complex (GO:1990664)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Derlin-1-VIMP complex (GO:0036502)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
sarcoglycan complex (GO:0016012)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
dystroglycan complex (GO:0016011)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
integrin alphaX-beta2 complex (GO:0034689)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
integrin alphaM-beta2 complex (GO:0034688)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
integrin alphaL-beta2 complex (GO:0034687)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
Barr body (GO:0001740)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
integrin alpha11-beta1 complex (GO:0034681)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
integrin alpha10-beta1 complex (GO:0034680)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
immunoglobulin complex, circulating (GO:0042571)	24	0	3.38	-	 < 0.01	3.99E-02	1.99E-01
BRCA2-MAGE-D1 complex (GO:0033593)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
4-aminobutyrate transaminase complex (GO:0032144)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
host intracellular region (GO:0043656)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
sex chromatin (GO:0001739)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
integrin alpha9-beta1 complex (GO:0034679)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
integrin alpha6-beta4 complex (GO:0034676)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
integrin alpha6-beta1 complex (GO:0034675)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
C/EBP complex (GO:1990647)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
inhibin-betaglycan-ActRII complex (GO:0034673)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
chromosome passenger complex (GO:0032133)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
integrin alpha4-beta7 complex (GO:0034669)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
integrin alpha2-beta1 complex (GO:0034666)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
integrin alpha1-beta1 complex (GO:0034665)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
CRD-mediated mRNA stability complex (GO:0070937)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
stereocilium shaft (GO:0120043)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
myelin sheath adaxonal region (GO:0035749)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
Elg1 RFC-like complex (GO:0031391)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF3 complex (GO:1990622)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
DNA helicase complex (GO:0033202)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
SMC loading complex (GO:0032116)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
heterotetrameric polyprenyl diphosphate synthase complex (GO:0032478)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
PCNA complex (GO:0043626)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Rad17 RFC-like complex (GO:0031389)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
activin complex (GO:0048180)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF4 complex (GO:1990617)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
interphase microtubule organizing center (GO:0031021)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
nuclear RNA-directed RNA polymerase complex (GO:0031380)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
multimerin complex (GO:1990972)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Slx1-Slx4 complex (GO:0033557)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mitochondrion-derived vesicle (GO:0099073)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
RNA-directed RNA polymerase complex (GO:0031379)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
UBC13-MMS2 complex (GO:0031372)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
protein phosphatase 4 complex (GO:0030289)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
actin rod (GO:0031002)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
activating signal cointegrator 1 complex (GO:0099053)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
hinge region between urothelial plaques of apical plasma membrane (GO:0120003)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
apical plasma membrane urothelial plaque (GO:0120001)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
CBM complex (GO:0032449)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
activin responsive factor complex (GO:0032444)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
phagophore (GO:0061908)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
Swi5-Sfr1 complex (GO:0032798)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
glucosidase complex (GO:1902687)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mitochondrial endopeptidase Clp complex (GO:0009841)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
inner kinetochore (GO:0000939)	18	0	2.54	-	 < 0.01	9.67E-02	3.74E-01
taste receptor complex (GO:1903768)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
sweet taste receptor complex (GO:1903767)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
dendritic microtubule (GO:1901588)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
PET complex (GO:1990923)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
radial spoke head 2 (GO:0120337)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
radial spoke 2 (GO:0120334)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
perinuclear endoplasmic reticulum lumen (GO:0099020)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
piccolo histone acetyltransferase complex (GO:0032777)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
non-canonical inflammasome complex (GO:0160074)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
G-protein beta/gamma-subunit complex (GO:0031680)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex (GO:0071065)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Shu complex (GO:0097196)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
TAP complex (GO:0042825)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
large latent transforming growth factor-beta complex (GO:0038045)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor XI complex (GO:0097183)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
G protein-coupled receptor homodimeric complex (GO:0038038)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor Xa complex (GO:0097182)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-coagulation factor V complex (GO:0097181)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
MAML1-RBP-Jkappa- ICN1 complex (GO:0002193)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
CCAAT-binding factor complex (GO:0016602)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
kinociliary basal body (GO:1902636)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
MSL complex (GO:0072487)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
ribose phosphate diphosphokinase complex (GO:0002189)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
AIM2 inflammasome complex (GO:0097169)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
U2-type post-spliceosomal complex (GO:0071021)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
post-spliceosomal complex (GO:0071020)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
signal recognition particle, endoplasmic reticulum targeting (GO:0005786)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
glycine-gated chloride channel complex (GO:0016935)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cytoskeleton of presynaptic active zone (GO:0048788)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
perivitelline space (GO:0098595)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mucin granule (GO:0098594)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of apical plasma membrane (GO:0098592)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
external side of apical plasma membrane (GO:0098591)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
centralspindlin complex (GO:0097149)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
BIM-BCL-2 complex (GO:0097141)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
BIM-BCL-xl complex (GO:0097140)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
U2-type post-mRNA release spliceosomal complex (GO:0071008)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
apolipoprotein B mRNA editing enzyme complex (GO:0030895)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
mitotic cohesin complex (GO:0030892)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
U4/U6 snRNP (GO:0071001)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
spindle pole centrosome (GO:0031616)	18	0	2.54	-	 < 0.01	9.67E-02	3.73E-01
cyclin E2-CDK2 complex (GO:0097135)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cyclin E1-CDK2 complex (GO:0097134)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
cyclin D3-CDK6 complex (GO:0097133)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cyclin D2-CDK6 complex (GO:0097132)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
granulocyte macrophage colony-stimulating factor receptor complex (GO:0030526)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
cytosolic tRNA wobble base thiouridylase complex (GO:0002144)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
follicle-stimulating hormone complex (GO:0016914)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
gamma DNA polymerase complex (GO:0005760)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
stereocilia tip link (GO:0002140)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
inactive sex chromosome (GO:0098577)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
multivesicular body, internal vesicle lumen (GO:0097489)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
cyclin A2-CDK2 complex (GO:0097124)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
cyclin A1-CDK2 complex (GO:0097123)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cyclin A2-CDK1 complex (GO:0097122)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
nucleolar chromatin (GO:0030874)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Mre11 complex (GO:0030870)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
pole plasm (GO:0045495)	26	0	3.66	-	 < 0.01	4.20E-02	2.02E-01
cytoplasmic side of late endosome membrane (GO:0098560)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
mossy fiber rosette (GO:0097471)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
smooth endoplasmic reticulum membrane (GO:0030868)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
cell pole (GO:0060187)	20	0	2.82	-	 < 0.01	9.99E-02	3.62E-01
cytoplasmic side of early endosome membrane (GO:0098559)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
perinucleolar chromocenter (GO:0010370)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cofilin-actin rod (GO:0090732)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Las1 complex (GO:0090730)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Lewy neurite (GO:0097462)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
nucleolus organizer region (GO:0005731)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
bub1-bub3 complex (GO:1990298)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of trans-Golgi network transport vesicle membrane (GO:0098541)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
meprin A complex (GO:0017090)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
TORC2 complex (GO:0031932)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
Schwann cell microvillus (GO:0097454)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
TORC1 complex (GO:0031931)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
mesaxon (GO:0097453)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
postsynaptic specialization of symmetric synapse (GO:0099629)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
autosome (GO:0030849)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
